course_code,course_name,department,credits,offering_count,teacher_count,total_enrollment,avg_class_capacity,campus_count,primary_course_type,dominant_time_bucket,weekend_offering_ratio,virtual_schedule_ratio,community_avg_rating,community_review_count,community_avg_comment_length,latest_review_at
PUM1470,社会调查与创新实践,国际与公共事务学院,3.0,1,1,15,50.0,1,限选,afternoon,0.0,0.0,1.0,10.0,97.9,2024/01/31 21:33
PUM2312,公共组织行为学,国际与公共事务学院,3.0,1,1,38,35.0,1,必修,mixed,0.0,0.0,4.0,1.0,127.0,2024/01/12 12:29
PUM2316,公共经济学,国际与公共事务学院,3.0,1,1,35,50.0,1,"必修,限选",afternoon,0.0,0.0,1.0,2.0,118.5,2025/11/19 18:49
PUM2321,管理学原理（B类）,国际与公共事务学院,3.0,2,1,52,46.5,1,必修,afternoon,0.0,0.0,4.75,4.0,146.8,2026/03/11 20:01
PUM2360,多元统计分析,国际与公共事务学院,3.0,2,2,42,50.0,1,必修,morning,0.0,0.0,5.0,4.0,144.0,2026/01/26 15:06
PUM2374,当代国家理论,国际与公共事务学院,3.0,1,1,26,35.0,1,必修,morning,0.0,0.0,5.0,2.0,269.5,2026/01/13 16:12
PUM2401,应急管理导论,国际与公共事务学院,2.0,1,1,17,35.0,1,限选,mixed,0.0,0.0,4.667,3.0,223.3,2026/02/03 17:05
PUM2463,国际关系史,国际与公共事务学院,2.0,1,1,20,35.0,1,限选,morning,0.0,0.0,,,,
PUM3321,大数据分析,国际与公共事务学院,3.0,1,1,46,50.0,1,"必修,限选",afternoon,0.0,0.0,2.0,3.0,261.0,2026/01/15 14:29
PUM3322,公共部门人力资源管理,国际与公共事务学院,3.0,2,2,29,10.0,1,必修,evening,0.0,0.0,1.0,1.0,200.0,2022/11/29 17:49
PUM3323,公共管理名著选读,国际与公共事务学院,3.0,1,1,21,25.0,1,必修,morning,0.0,0.0,,,,
PUM3347,城市经济学,国际与公共事务学院,2.0,1,1,22,25.0,1,必修,morning,0.0,0.0,5.0,1.0,71.0,2026/02/03 16:49
PUM3361,国际安全研究,国际与公共事务学院,2.0,1,1,24,25.0,1,必修,morning,0.0,0.0,,,,
PUM3401,城市规划导论,国际与公共事务学院,2.0,1,1,13,25.0,1,限选,morning,0.0,0.0,,,,
PUM3452,人口与社会,国际与公共事务学院,2.0,1,1,18,25.0,1,限选,afternoon,0.0,0.0,5.0,1.0,149.0,2025/11/24 16:01
PUM3464,政治心理学,国际与公共事务学院,2.0,1,1,21,25.0,1,限选,morning,0.0,0.0,3.0,1.0,316.0,2026/01/19 15:50
PUM3605,比较政治经济学,国际与公共事务学院,3.0,2,1,25,12.5,1,必修,evening,0.0,0.0,5.0,1.0,450.0,2026/01/03 13:50
PUM4328,公共部门绩效管理,国际与公共事务学院,3.0,1,1,24,24.0,1,必修,afternoon,0.0,0.0,,,,
PUM4349,城市社会学,国际与公共事务学院,2.0,1,1,24,24.0,1,必修,afternoon,0.0,0.0,,,,
PUM4359,第三部门概论,国际与公共事务学院,3.0,1,1,21,46.0,1,"必修,限选",morning,0.0,0.0,,,,
PUM4442,政府规制,国际与公共事务学院,2.0,1,1,9,22.0,1,限选,afternoon,0.0,0.0,,,,
SOC1004,台湾研究,国际与公共事务学院,2.0,1,1,50,50.0,1,通识核心课程,mixed,0.0,0.0,1.833,6.0,218.8,2026/01/19 21:09
SOC1011,社会科学研究方法,国际与公共事务学院,2.0,1,1,24,30.0,1,通识核心课程,evening,0.0,0.0,1.0,2.0,125.5,2025/01/09 22:16
SOC1028,性别、亲密关系与社会,国际与公共事务学院,2.0,1,1,40,40.0,1,通识核心课程,evening,0.0,0.0,,,,
MARX1207,当代中国,国际合作与交流处,2.0,1,1,28,,1,nan,evening,0.0,0.0,3.833,6.0,268.8,2025/06/05 20:51
AM016,网络环境下的文科信息检索,图书馆,2.0,1,1,23,30.0,1,公共选修课,mixed,0.0,0.0,4.952,21.0,142.5,2026/01/08 16:12
LIS1001,信息素养与实践,图书馆,2.0,1,1,50,50.0,1,通识核心课程,mixed,0.0,0.0,4.0,3.0,160.7,2026/01/19 00:20
ART1134,欧美现代派文学与艺术,外国语学院,2.0,1,1,25,25.0,1,公共选修课,evening,0.0,0.0,,,,
CCFR1201,法语1,外国语学院,12.0,1,1,75,25.0,1,必修,morning,0.0,0.0,5.0,3.0,58.3,2026/03/27 10:04
CCFR1202,法语（1）,外国语学院,16.0,1,1,132,33.0,1,必修,morning,0.0,0.0,,,,
CCFR1203,强化英语（1）,外国语学院,3.0,2,1,62,31.0,1,必修,afternoon,0.0,0.0,4.0,1.0,270.0,2026/01/14 20:43
CHN2304,英语文学经典选读,外国语学院,2.0,1,1,32,67.0,1,必修,mixed,0.0,0.0,,,,
CHN4302,翻译理论与实践,外国语学院,2.0,1,1,25,28.0,1,必修,morning,0.0,0.0,,,,
FL1001,英语写作,外国语学院,2.0,1,1,0,20.0,1,通识核心课程,evening,0.0,0.0,3.0,2.0,295.5,2024/12/06 11:41
FL1003,英语公众演讲,外国语学院,2.0,1,1,21,30.0,1,通识核心课程,mixed,0.0,0.0,5.0,2.0,59.0,2026/02/23 12:36
FL1012,英语与法语词汇中的欧洲文化,外国语学院,4.0,1,1,48,25.0,1,通识核心课程,mixed,0.0,0.0,,,,
FL1013,英语经典名作赏析,外国语学院,2.0,1,1,29,30.0,1,通识核心课程,mixed,0.0,0.0,3.0,5.0,217.4,2026/01/01 23:19
FL1014,世界文学经典的叙事模式与当代价值,外国语学院,2.0,1,1,639,200.0,1,通识核心课程,evening,0.0,0.0,3.5,20.0,194.2,2026/01/22 11:55
FL1101,特殊用途英语写作,外国语学院,2.0,1,1,12,14.0,1,公共选修课,mixed,0.0,0.0,5.0,1.0,333.0,2025/06/10 16:06
FL1105,基础法语(上),外国语学院,4.0,1,1,80,40.0,1,公共选修课,evening,0.0,0.0,5.0,18.0,279.6,2025/01/28 13:36
FL1109,日语与跨文化交流,外国语学院,2.0,1,1,35,35.0,1,公共选修课,evening,0.0,0.0,3.0,1.0,73.0,2026/03/09 18:41
FL1111,梵语（1）,外国语学院,2.0,1,1,40,40.0,1,公共选修课,mixed,0.0,0.0,,,,
FL1123,英语口语基础,外国语学院,2.0,1,1,30,30.0,1,公共选修课,mixed,0.0,0.0,1.0,1.0,136.0,2025/02/08 20:39
FL1125,大语言模型的原理与应用入门,外国语学院,2.0,1,1,20,20.0,1,公共选修课,mixed,0.0,0.0,5.0,1.0,1166.0,2025/02/06 00:25
FL1126,语言数据科学,外国语学院,2.0,1,1,20,20.0,1,公共选修课,evening,0.0,0.0,4.0,1.0,244.0,2026/01/16 14:16
FL1127,日语（1）,外国语学院,4.0,1,1,80,40.0,1,公共选修课,evening,0.0,0.0,,,,
FL1128,日语（2）,外国语学院,4.0,1,1,42,40.0,1,公共选修课,mixed,0.0,0.0,5.0,1.0,270.0,2026/01/23 12:37
FL1200,大学英语（统筹排课专用）,外国语学院,2.0,5,1,4600,10.0,1,必修,morning,0.0,0.0,,,,
FL1202,综合英语 I ,外国语学院,2.0,21,5,39,31.57,1,必修,morning,0.0,0.0,5.0,6.0,224.5,2026/02/25 16:30
FL1207,大学英语N（1）,外国语学院,2.0,1,1,0,40.0,1,限选,morning,0.0,0.0,,,,
FL1304,英语语言学概论,外国语学院,2.0,1,1,22,22.0,1,必修,morning,0.0,0.0,3.714,7.0,233.4,2025/01/25 20:07
FL1309,英语听说（1）,外国语学院,2.0,1,1,22,22.0,1,必修,morning,0.0,0.0,,,,
FL1333,英语精读（1）,外国语学院,2.0,1,1,22,22.0,1,必修,morning,0.0,0.0,,,,
FL1335,语言数据科学理论与Python应用,外国语学院,2.0,2,1,67,33.5,1,必修,afternoon,0.0,0.0,1.0,3.0,209.7,2026/02/01 21:03
FL1336,英文经典阅读实践（1）,外国语学院,2.0,1,1,22,22.0,1,必修,morning,1.0,1.0,,,,
FL1404,日语口语（2）,外国语学院,2.0,1,1,23,23.0,1,限选,afternoon,0.0,0.0,,,,
FL1410,基础日语（1）,外国语学院,4.0,1,1,44,22.0,1,必修,morning,0.0,0.0,,,,
FL1411,日语技能训练（1）,外国语学院,4.0,1,1,44,22.0,1,必修,morning,0.0,0.0,,,,
FL1412,日语听说（1）,外国语学院,2.0,1,1,22,22.0,1,必修,morning,0.0,0.0,,,,
FL1417,中日汉字文化比较,外国语学院,2.0,1,1,22,22.0,1,限选,afternoon,0.0,0.0,,,,
FL1510,德语综合（1）,外国语学院,4.0,1,1,46,23.0,1,必修,morning,0.0,0.0,4.5,2.0,164.0,2025/02/07 19:19
FL1513,德语练习（1）,外国语学院,4.0,1,1,46,23.0,1,必修,morning,0.0,0.0,,,,
FL1514,德语听说（1）,外国语学院,2.0,1,1,23,23.0,1,必修,morning,0.0,0.0,,,,
FL1601,法语 1,外国语学院,4.0,1,1,36,18.0,1,必修,evening,0.0,0.0,5.0,4.0,226.2,2026/01/18 12:23
FL2202,综合英语 II,外国语学院,2.0,51,16,0,29.14,1,必修,morning,0.0,0.0,4.531,32.0,204.7,2026/03/05 10:14
FL2238,英语学术论文写作（翻译）,外国语学院,2.0,1,1,9,13.0,1,必修,afternoon,0.0,0.0,5.0,2.0,82.0,2026/01/19 16:27
FL2239,英语学术论文写作（语言学）,外国语学院,2.0,1,1,13,20.0,1,必修,mixed,0.0,0.0,,,,
FL2301,英语视听说（3）,外国语学院,4.0,2,1,42,20.0,1,必修,morning,0.0,0.0,1.5,4.0,90.8,2023/12/28 01:26
FL2302,英语读写（3）,外国语学院,4.0,2,1,44,20.0,1,必修,morning,0.0,0.0,3.3,10.0,150.9,2026/01/14 13:14
FL2304,英语读写（4）,外国语学院,4.0,1,1,6,60.0,1,必修,evening,0.0,0.0,4.25,4.0,98.8,2025/06/25 15:34
FL2305,英语视听说（4）,外国语学院,4.0,1,1,4,60.0,1,必修,evening,0.0,0.0,4.5,2.0,81.0,2023/06/06 23:15
FL2349,英汉对比与翻译,外国语学院,2.0,1,1,12,14.0,1,必修,afternoon,0.0,0.0,,,,
FL2401,日语精读（2）,外国语学院,6.0,1,1,42,80.0,1,必修,evening,0.0,0.0,5.0,1.0,97.0,2023/06/01 19:31
FL2402,日语视听说（2）,外国语学院,2.0,1,1,21,80.0,1,必修,evening,0.0,0.0,,,,
FL2407,日语视听说（3）,外国语学院,2.0,1,1,23,23.0,1,必修,morning,0.0,0.0,5.0,2.0,482.5,2025/06/16 14:57
FL2408,日语写作（1）,外国语学院,2.0,1,1,23,23.0,1,必修,morning,0.0,0.0,,,,
FL2411,日语二外（1）,外国语学院,4.0,1,1,14,20.0,1,"必修,限选",morning,0.0,0.0,,,,
FL2417,日语精读（3）,外国语学院,8.0,1,1,88,23.0,1,必修,morning,0.0,0.0,,,,
FL2501,德语写作（1）,外国语学院,2.0,1,1,22,24.0,1,必修,mixed,0.0,0.0,2.0,1.0,86.0,2025/02/21 01:26
FL2502,德语视听说（2）,外国语学院,2.0,1,1,8,60.0,1,必修,evening,0.0,0.0,5.0,1.0,106.0,2025/06/16 21:08
FL2506,德语视听说（3）,外国语学院,2.0,1,1,20,24.0,1,必修,afternoon,0.0,0.0,,,,
FL2507,德语口语（3）,外国语学院,2.0,1,1,21,24.0,1,限选,morning,0.0,0.0,,,,
FL2521,德语二外(3),外国语学院,4.0,1,1,16,20.0,1,"必修,限选",mixed,0.0,0.0,,,,
FL2523,德语综合（3）,外国语学院,2.0,1,1,21,24.0,1,必修,morning,0.0,0.0,,,,
FL2525,基础德语（3）,外国语学院,6.0,1,1,42,24.0,1,必修,morning,0.0,0.0,5.0,1.0,46.0,2026/04/15 12:14
FL2529,德语阅读实践（1）,外国语学院,1.0,1,1,22,24.0,1,必修,morning,1.0,1.0,2.0,1.0,67.0,2025/01/07 18:58
FL2601,法语 3,外国语学院,4.0,1,1,44,22.0,1,必修,mixed,0.0,0.0,,,,
FL2611,法语二外（1）,外国语学院,4.0,1,1,28,20.0,1,"必修,限选",morning,0.0,0.0,5.0,4.0,179.0,2026/01/20 20:29
FL2621,法语二外(3),外国语学院,4.0,1,1,40,20.0,1,"必修,限选",mixed,0.0,0.0,,,,
FL2684,基础法语-2,外国语学院,3.0,1,1,17,60.0,1,必修,evening,0.0,0.0,,,,
FL3201,大学英语（3）,外国语学院,3.0,5,2,287,38.22,1,必修,morning,0.0,0.0,4.104,556.0,167.8,2026/05/06 21:00
FL3202,综合英语 III,外国语学院,2.0,55,14,0,28.18,1,必修,morning,0.0,0.0,4.853,34.0,220.0,2026/03/28 13:02
FL3206,大学英语N（3）,外国语学院,3.0,1,1,42,42.0,1,限选,morning,0.0,0.0,,,,
FL3305,语音与音系,外国语学院,2.0,2,1,52,26.0,1,必修,morning,0.0,0.0,3.5,2.0,442.5,2026/01/25 01:10
FL3306,语言习得,外国语学院,2.0,1,1,56,28.0,1,"必修,限选",afternoon,0.0,0.0,,,,
FL3307,语义学,外国语学院,2.0,2,1,50,26.0,1,必修,morning,0.0,0.0,,,,
FL3311,英语读写（5）,外国语学院,2.0,1,1,17,25.0,1,"必修,限选",morning,0.0,0.0,,,,
FL3317,英汉笔译（2）,外国语学院,2.0,1,1,24,25.0,1,必修,afternoon,0.0,0.0,1.0,1.0,324.0,2026/01/24 19:31
FL3318,汉英笔译（2）,外国语学院,2.0,1,1,24,25.0,1,必修,morning,0.0,0.0,,,,
FL3319,口译（2）,外国语学院,2.0,2,2,31,42.5,1,必修,afternoon,0.0,0.0,,,,
FL3321,西方思想经典选读,外国语学院,4.0,2,1,72,22.5,1,必修,morning,0.0,0.0,,,,
FL3325,传媒翻译,外国语学院,2.0,1,1,11,20.0,1,限选,mixed,0.0,0.0,,,,
FL3348,西方古典文论,外国语学院,2.0,1,1,11,15.0,1,"必修,限选",afternoon,0.0,0.0,,,,
FL3351,中外叙事比较,外国语学院,2.0,1,1,15,15.0,1,必修,morning,0.0,0.0,,,,
FL3360,国际传播与跨文化研究,外国语学院,2.0,1,1,13,15.0,1,必修,morning,0.0,0.0,,,,
FL3361,语言数据与Python应用,外国语学院,2.0,2,1,28,40.0,1,必修,morning,0.0,0.0,3.0,2.0,57.5,2025/02/05 06:15
FL3362,听力科学,外国语学院,2.0,1,1,26,28.0,1,"必修,限选",morning,0.0,0.0,,,,
FL3401,日语精读（5）,外国语学院,6.0,1,1,24,16.0,1,必修,morning,0.0,0.0,5.0,1.0,293.0,2022/01/08 16:56
FL3407,日语写作（3）,外国语学院,2.0,1,1,13,16.0,1,必修,morning,0.0,0.0,,,,
FL3409,日语视听说（5）,外国语学院,2.0,1,1,12,16.0,1,必修,mixed,0.0,0.0,,,,
FL3421,日语二外(3),外国语学院,4.0,1,1,16,20.0,1,"必修,限选",mixed,0.0,0.0,,,,
FL3425,日语语言学专题研讨（1）,外国语学院,2.0,1,1,15,16.0,1,限选,morning,0.0,0.0,,,,
FL3428,日本文学名著选读（2）,外国语学院,2.0,1,1,5,16.0,1,限选,morning,0.0,0.0,,,,
FL3501,高级德语（1）,外国语学院,4.0,1,1,26,19.0,1,必修,afternoon,0.0,0.0,,,,
FL3505,德汉互译（笔译）,外国语学院,2.0,1,1,13,19.0,1,必修,mixed,0.0,0.0,,,,
FL3506,德语国家国情学,外国语学院,2.0,2,2,21,39.5,1,必修,evening,0.0,0.0,,,,
FL3509,德语文学导论,外国语学院,2.0,1,1,14,19.0,1,必修,morning,0.0,0.0,,,,
FL3580,基础德语（2）,外国语学院,6.0,1,1,14,60.0,1,必修,evening,0.0,0.0,,,,
FL3582,高级德语（2）,外国语学院,4.0,1,1,10,60.0,1,必修,evening,0.0,0.0,,,,
FL3685,法语视听说2,外国语学院,3.0,1,1,17,60.0,1,必修,evening,0.0,0.0,,,,
FL3688,法语词汇与文化,外国语学院,3.0,1,1,18,60.0,1,必修,evening,0.0,0.0,,,,
FL4201,大学英语（4）,外国语学院,3.0,2,1,128,40.0,1,必修,morning,0.0,0.0,4.503,513.0,190.4,2026/02/23 12:35
FL4202,高级英语演讲,外国语学院,2.0,4,1,0,10.0,1,必修,morning,0.0,0.0,3.571,7.0,257.4,2026/05/12 21:46
FL4203,高阶通用学术英语,外国语学院,2.0,3,2,0,10.0,1,必修,morning,0.0,0.0,,,,
FL4204,汉英笔译,外国语学院,2.0,5,1,0,10.0,1,必修,morning,0.0,0.0,4.444,9.0,233.4,2026/05/06 19:47
FL4205,跨文化交际,外国语学院,2.0,7,2,0,7.14,1,必修,morning,0.0,0.0,5.0,10.0,384.1,2026/03/28 20:25
FL4206,文学阅读与写作实验课堂,外国语学院,2.0,5,1,0,10.0,1,必修,morning,0.0,0.0,3.857,7.0,490.7,2026/03/17 10:30
FL4207,英汉口译,外国语学院,2.0,5,1,0,10.0,1,必修,morning,0.0,0.0,5.0,9.0,478.4,2026/04/09 16:16
FL4208,英语口语,外国语学院,2.0,5,1,0,10.0,1,必修,morning,0.0,0.0,5.0,9.0,551.8,2026/03/23 09:34
FL4301,神经语言学,外国语学院,2.0,1,1,14,18.0,1,必修,afternoon,0.0,0.0,,,,
FL4304,翻译史,外国语学院,2.0,1,1,11,14.0,1,必修,morning,0.0,0.0,,,,
FL4305,当代译学研究,外国语学院,2.0,1,1,11,60.0,1,必修,evening,0.0,0.0,,,,
FL4311,语言测试,外国语学院,2.0,1,1,28,28.0,1,"必修,限选",afternoon,0.0,0.0,,,,
FL4323,语言学前沿,外国语学院,2.0,1,1,6,18.0,1,"必修,限选",morning,0.0,0.0,,,,
FL4328,数字人文专题,外国语学院,2.0,1,1,44,18.0,1,必修,afternoon,0.0,0.0,,,,
FL4331,语言研究项目,外国语学院,2.0,1,1,6,18.0,1,必修,morning,1.0,1.0,,,,
FL4332,比较文学研究项目,外国语学院,2.0,1,1,12,18.0,1,必修,morning,1.0,1.0,,,,
FL4401,日语精读（4）,外国语学院,6.0,1,1,14,80.0,1,必修,evening,0.0,0.0,,,,
FL4402,日语写作（4）,外国语学院,2.0,1,1,10,14.0,1,限选,mixed,0.0,0.0,,,,
FL4403,日语泛读（5）,外国语学院,2.0,1,1,11,14.0,1,限选,morning,0.0,0.0,,,,
FL4404,日语视听说（6）,外国语学院,2.0,1,1,10,14.0,1,限选,afternoon,0.0,0.0,,,,
FL4405,日汉互译（2）,外国语学院,2.0,1,1,14,14.0,1,必修,morning,0.0,0.0,,,,
FL4406,日语口译（1）,外国语学院,2.0,1,1,14,14.0,1,必修,afternoon,0.0,0.0,,,,
FL4408,日语报刊选读（2）,外国语学院,2.0,1,1,9,14.0,1,限选,mixed,0.0,0.0,,,,
FL4414,日语精读（7）,外国语学院,2.0,1,1,14,14.0,1,必修,morning,0.0,0.0,,,,
FL4502,德语文学专题,外国语学院,2.0,1,1,16,17.0,1,必修,morning,0.0,0.0,,,,
FL4503,德语高级口译,外国语学院,2.0,1,1,16,17.0,1,必修,afternoon,0.0,0.0,,,,
FL4504,跨文化交际学,外国语学院,2.0,1,1,15,36.0,1,限选,mixed,0.0,0.0,,,,
FL4505,德语词汇学,外国语学院,2.0,1,1,30,36.0,1,必修,morning,0.0,0.0,,,,
FL4508,学术写作,外国语学院,1.0,1,1,16,17.0,1,必修,mixed,0.0,0.0,,,,
FL4683,法语写作,外国语学院,3.0,1,1,10,60.0,1,必修,evening,0.0,0.0,,,,
FO001,德语(上),外国语学院,4.0,1,1,60,30.0,1,公共选修课,evening,0.0,0.0,4.875,8.0,255.9,2026/05/11 08:39
HIS1031,文化视野下的美国历史,外国语学院,2.0,2,1,50,25.0,1,通识核心课程,evening,0.0,0.0,3.778,9.0,353.4,2026/01/17 01:54
SOC1003,古希腊文明演绎,外国语学院,2.0,1,1,124,30.0,1,通识核心课程,evening,0.0,0.0,,,,
ART1004,艺术与文化,媒体与传播学院,2.0,1,1,30,30.0,1,通识核心课程,evening,0.0,0.0,4.0,5.0,228.0,2026/01/23 12:33
ART1005,影视文化赏析,媒体与传播学院,2.0,1,1,237,80.0,1,通识核心课程,mixed,0.0,0.0,3.5,14.0,197.6,2025/11/06 16:47
CH902,唐诗宋词人文解读,媒体与传播学院,2.0,2,1,0,30.0,1,通识核心课程,evening,0.0,0.0,3.645,31.0,154.4,2025/06/19 22:48
CIM1241,西方艺术史概论,媒体与传播学院,2.0,1,1,16,17.0,1,必修,morning,0.0,0.0,3.0,1.0,81.0,2022/12/13 20:00
CIM1243,中国文化史,媒体与传播学院,2.0,2,2,77,26.33,1,必修,morning,0.0,0.0,,,,
CIM3150,文化产业管理概论,媒体与传播学院,2.0,2,1,34,18.0,1,必修,afternoon,0.0,0.0,5.0,1.0,68.0,2026/01/19 23:18
CIM3153,文化产业政策与法规,媒体与传播学院,2.0,1,1,30,17.0,1,必修,morning,0.0,0.0,,,,
CIM3163,动漫与数字产业管理,媒体与传播学院,2.0,1,1,17,17.0,1,必修,afternoon,0.0,0.0,,,,
CIM4483,数字文化艺术理论,媒体与传播学院,2.0,1,1,16,17.0,1,必修,mixed,0.0,0.0,,,,
CIM4484,文化资源概论,媒体与传播学院,2.0,1,1,15,17.0,1,必修,mixed,0.0,0.0,5.0,1.0,71.0,2026/01/15 21:28
CIM4486,大众传媒管理,媒体与传播学院,2.0,1,1,16,17.0,1,必修,morning,0.0,0.0,,,,
CIM4493,文化经纪实务,媒体与传播学院,2.0,1,1,15,17.0,1,必修,morning,0.0,0.0,,,,
CIM4494,国际文化贸易,媒体与传播学院,2.0,1,1,34,17.0,1,必修,morning,0.0,0.0,,,,
CIM4499,文化投资与管理,媒体与传播学院,2.0,1,1,34,17.0,1,必修,afternoon,0.0,0.0,,,,
CIM4502,专业实习（文化产业管理）（2）,媒体与传播学院,6.0,1,1,38,22.0,1,必修,morning,1.0,0.0,,,,
CIM4520,艺术理论与实践,媒体与传播学院,3.0,1,1,15,17.0,1,必修,afternoon,0.0,0.0,,,,
CIM4521,中国文化产业专题报告,媒体与传播学院,2.0,1,1,20,22.0,1,必修,afternoon,1.0,0.0,,,,
CIM4522,专业实践（文化产业管理）（1）,媒体与传播学院,3.0,1,1,19,19.0,1,必修,morning,1.0,1.0,,,,
DES1002,图形创意设计,媒体与传播学院,2.0,1,1,25,25.0,1,通识核心课程,evening,0.0,0.0,5.0,1.0,266.0,2025/01/17 21:35
EC905,媒体创意经济,媒体与传播学院,2.0,1,1,40,40.0,1,通识核心课程,evening,0.0,0.0,3.048,21.0,228.4,2026/01/18 23:14
FT0101,人工智能电影理论与实践,媒体与传播学院,2.0,1,1,115,30.0,1,新生研讨课,evening,0.0,0.0,4.5,2.0,289.5,2026/02/03 00:41
FT022,世界动画大师及其作品,媒体与传播学院,2.0,1,1,30,30.0,1,公共选修课,mixed,0.0,0.0,5.0,4.0,119.8,2023/06/02 13:11
FT1102,影视精品赏析,媒体与传播学院,2.0,1,1,30,30.0,1,公共选修课,evening,0.0,0.0,,,,
FT1220,视听语言,媒体与传播学院,2.0,1,1,20,10.0,1,必修,morning,0.0,0.0,,,,
FT1246,全媒体采访与报道,媒体与传播学院,2.0,1,1,9,11.0,1,必修,morning,0.0,0.0,,,,
FT2237,好莱坞电影研究,媒体与传播学院,2.0,1,1,20,10.0,1,必修,morning,0.0,0.0,,,,
FT2472,剧本写作（一）,媒体与传播学院,2.0,1,1,28,10.0,1,必修,morning,0.0,0.0,,,,
FT2479,电视文艺编导,媒体与传播学院,2.0,1,1,9,11.0,1,必修,morning,0.0,0.0,,,,
FT2480,影视导演基础,媒体与传播学院,2.0,1,1,18,11.0,1,必修,afternoon,0.0,0.0,,,,
FT2481,纪录片编导,媒体与传播学院,2.0,1,1,9,11.0,1,必修,afternoon,0.0,0.0,,,,
FT2484,影视制作实践：摄影与灯光基础,媒体与传播学院,2.0,1,1,14,10.0,1,必修,mixed,0.0,0.0,,,,
FT2488,专业实习（广播影视编导）,媒体与传播学院,4.0,1,1,14,16.0,1,必修,morning,1.0,0.0,,,,
FT2490,影视艺术导论,媒体与传播学院,2.0,2,1,41,13.0,1,必修,afternoon,0.0,0.0,4.5,2.0,108.0,2026/01/23 09:41
FT2491,剧本写作（二）,媒体与传播学院,2.0,1,1,20,11.0,1,必修,morning,0.0,0.0,,,,
FT2507,传播与社会,媒体与传播学院,3.0,1,1,69,69.0,1,必修,morning,0.0,0.0,3.5,2.0,276.5,2026/03/05 17:01
FT2512,摄影技术基础,媒体与传播学院,3.0,1,1,19,19.0,1,必修,afternoon,0.0,0.0,2.0,1.0,36.0,2026/01/22 17:02
FT3152,影视剪辑,媒体与传播学院,2.0,1,1,15,10.0,1,必修,morning,0.0,0.0,,,,
FT3158,影视创意策划,媒体与传播学院,2.0,1,1,9,11.0,1,必修,afternoon,0.0,0.0,,,,
FT3239,中国文化概论,媒体与传播学院,2.0,1,1,10,10.0,1,必修,morning,0.0,0.0,,,,
FT4445,影视精品赏析（1）,媒体与传播学院,2.0,1,1,10,10.0,1,限选,afternoon,0.0,0.0,,,,
JC1001,公众表达,媒体与传播学院,2.0,1,1,30,30.0,1,通识核心课程,evening,0.0,0.0,,,,
JC1004,AI与数字传播,媒体与传播学院,2.0,1,1,30,30.0,1,通识核心课程,evening,0.0,0.0,3.5,2.0,97.5,2026/03/03 18:11
JC1218,新闻学导论（A类）,媒体与传播学院,2.0,2,1,61,30.5,1,必修,afternoon,0.0,0.0,5.0,1.0,360.0,2026/01/17 01:54
JC1223,新媒体导论,媒体与传播学院,2.0,1,1,31,31.0,1,必修,morning,0.0,0.0,5.0,2.0,116.0,2026/01/17 02:44
JC2213,中外新闻传播史,媒体与传播学院,2.0,1,1,27,30.0,1,必修,morning,0.0,0.0,,,,
JC2226,新媒体与社会,媒体与传播学院,2.0,1,1,17,40.0,1,必修,evening,0.0,0.0,1.0,1.0,82.0,2026/05/09 14:12
JC2439,专业实习（传播学）（2）,媒体与传播学院,1.0,1,1,19,20.0,1,必修,morning,1.0,0.0,,,,
JC3129,互联网与新媒体发展案例研究,媒体与传播学院,2.0,1,1,14,40.0,1,必修,evening,0.0,0.0,5.0,1.0,39.0,2025/06/03 14:58
JC3165,摄影技术与图片报道,媒体与传播学院,2.0,1,1,29,30.0,1,必修,morning,0.0,0.0,,,,
JC3166,广告理论与实务,媒体与传播学院,2.0,1,1,15,40.0,1,必修,evening,0.0,0.0,,,,
JC3167,新闻采访与写作,媒体与传播学院,2.0,2,1,59,30.5,1,必修,mixed,0.0,0.0,5.0,1.0,48.0,2026/03/05 09:08
JC3172,数字营销：理论与实践,媒体与传播学院,2.0,1,1,38,20.0,1,必修,afternoon,0.0,0.0,,,,
JC3173,媒体融合与新闻策划,媒体与传播学院,2.0,1,1,19,20.0,1,必修,afternoon,0.0,0.0,,,,
JC3174,大数据与舆情分析,媒体与传播学院,2.0,3,1,44,24.67,1,必修,morning,0.0,0.0,,,,
JC3175,英语新闻阅读与写作,媒体与传播学院,2.0,1,1,21,20.0,1,必修,mixed,0.0,0.0,,,,
JC3176,互联网与新媒体实务,媒体与传播学院,2.0,2,1,44,17.0,1,必修,mixed,0.0,0.0,5.0,2.0,170.5,2024/05/23 23:39
JC3177,传播心理学导论,媒体与传播学院,2.0,2,1,37,17.0,1,必修,afternoon,0.0,0.0,,,,
JC3178,新闻与传播系列前沿讲座（高端讲座）,媒体与传播学院,2.0,1,1,23,28.0,1,必修,morning,1.0,0.0,,,,
JC3181,社会实习（传播学）（2）,媒体与传播学院,3.0,1,1,9,17.0,1,必修,morning,1.0,0.0,,,,
JC3183,计算传播与社会,媒体与传播学院,3.0,1,1,37,40.0,1,限选,afternoon,0.0,0.0,2.364,11.0,255.0,2026/01/23 01:49
JC3184,新闻编辑与评论,媒体与传播学院,2.0,1,1,14,14.0,1,必修,morning,0.0,0.0,,,,
JC3185,传播研究方法,媒体与传播学院,2.0,3,3,49,28.33,1,必修,morning,0.0,0.0,,,,
